Media Source,Campaign,Campaign Id,Cohort Day,Users,Cost,Average eCPI,revenue - sum - day 0 - partial,revenue - sum - day 1 - partial,revenue - sum - day 2 - partial,revenue - sum - day 3 - partial,revenue - sum - day 4 - partial,revenue - sum - day 5 - partial,revenue - sum - day 6 - partial,revenue - sum - day 7 - partial,revenue - sum - day 8 - partial,revenue - sum - day 9 - partial,revenue - sum - day 10 - partial,revenue - sum - day 11 - partial,revenue - sum - day 12 - partial,revenue - sum - day 13 - partial,revenue - sum - day 14 - partial,revenue - sum - day 15 - partial,revenue - sum - day 16 - partial,revenue - sum - day 17 - partial,revenue - sum - day 18 - partial,revenue - sum - day 19 - partial,revenue - sum - day 20 - partial,revenue - sum - day 21 - partial,revenue - sum - day 22 - partial,revenue - sum - day 23 - partial,revenue - sum - day 24 - partial,revenue - sum - day 25 - partial,revenue - sum - day 26 - partial,revenue - sum - day 27 - partial,revenue - sum - day 28 - partial
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_AU_02_aaa_page002_ys_0222_ON,2.385300406761023e+16,2023-03-05,178,106.47,0.6,42.02,60.76,72.99,72.99,72.99,72.99,72.99,72.99,72.99,72.99,72.99,72.99,72.99,72.99,72.99,72.99,72.99,72.99,72.99,72.99,72.99,72.99,72.99,72.99,72.99,72.99,72.99,72.99,72.99
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_AU_02_aaa_page002_ys_0222_ON,2.385300406761023e+16,2023-03-06,164,102.0,0.62,29.95,43.86,43.86,43.86,43.86,43.86,43.86,43.86,43.86,43.86,43.86,43.86,43.86,43.86,43.86,43.86,43.86,43.86,43.86,43.86,43.86,43.86,43.86,43.86,43.86,43.86,43.86,43.86,43.86
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_AU_02_aaa_page002_ys_0222_ON,2.385300406761023e+16,2023-03-07,151,96.61,0.64,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_AU_02_aaa_page002_ys_0222_ON,2.385300406761023e+16,2023-03-08,98,49.81,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_AU_02_aaa_page002_ys_0222_ON,2.385300406761023e+16,2023-03-09,44,8.66,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210-2_ON,2.385286313431023e+16,2023-02-10,63,15.11,0.24,4.52,5.29,5.52,5.77,6.14,6.22,6.3,6.4,6.64,6.64,6.74,6.92,6.92,6.96,6.97,7.01,7.03,7.03,7.12,7.14,7.15,7.19,7.23,7.27,7.3,7.33,7.33,7.33,7.33
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210-2_ON,2.385286313431023e+16,2023-02-11,306,50.88,0.17,12.01,13.7,14.55,15.28,15.68,15.97,16.38,16.54,16.78,16.92,17.13,17.27,17.36,17.51,17.55,17.68,17.84,18.12,18.24,18.46,18.58,18.92,19.09,19.37,19.56,19.56,19.56,19.56,19.56
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210-2_ON,2.385286313431023e+16,2023-02-12,337,51.56,0.15,13.29,15.35,16.59,17.19,17.78,17.96,18.24,18.4,18.46,18.48,18.53,18.55,18.57,18.58,18.7,18.72,18.75,18.75,18.76,18.82,18.85,18.9,18.92,18.92,18.92,18.92,18.92,18.92,18.92
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210-2_ON,2.385286313431023e+16,2023-02-13,385,53.15,0.14,15.08,19.57,21.48,22.76,24.14,24.97,25.19,25.65,25.78,25.84,26.0,26.2,26.33,26.51,26.74,26.89,27.04,27.27,27.38,27.61,27.75,27.92,28.09,28.09,28.09,28.09,28.09,28.09,28.09
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210-2_ON,2.385286313431023e+16,2023-02-14,334,51.6,0.15,14.76,17.26,18.77,19.87,20.59,20.91,21.31,21.86,22.42,22.62,22.92,23.29,23.57,23.76,23.95,24.16,24.31,24.51,24.75,25.03,25.64,26.15,26.15,26.15,26.15,26.15,26.15,26.15,26.15
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210-2_ON,2.385286313431023e+16,2023-02-15,317,38.94,0.12,9.34,11.46,12.77,13.58,14.16,14.56,14.77,15.05,15.5,15.77,16.21,16.46,16.75,16.88,16.91,16.95,17.0,17.03,17.11,17.15,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210-2_ON,2.385286313431023e+16,2023-02-16,74,12.21,0.16,2.89,3.16,3.61,3.82,3.96,4.13,4.23,4.27,4.38,4.41,4.43,4.46,4.49,4.5,4.52,4.54,4.56,4.6,4.64,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210-2_ON,2.385286313431023e+16,2023-02-17,11,0.0,0.0,0.37,0.4,0.42,0.49,0.5,0.5,0.5,0.5,0.5,0.51,0.51,0.51,0.51,0.51,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210-2_ON,2.385286313431023e+16,2023-02-18,2,0.0,0.0,0.09,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210-2_ON,2.385286313431023e+16,2023-02-19,6,,,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210-2_ON,2.385286313431023e+16,2023-02-21,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210_ON,2.385286196786023e+16,2023-02-11,257,57.65,0.22,12.79,14.91,15.7,16.61,17.12,17.89,18.2,18.3,18.37,18.5,18.54,18.54,18.54,18.54,18.54,18.62,18.65,18.65,18.65,18.65,18.77,18.77,18.77,18.77,18.77,18.77,18.77,18.77,18.77
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210_ON,2.385286196786023e+16,2023-02-12,254,51.35,0.2,9.49,10.55,10.98,11.33,11.47,12.04,12.23,12.32,12.52,12.78,13.26,13.27,13.29,13.3,13.46,13.54,13.56,13.57,13.58,13.59,13.6,13.62,13.64,13.66,13.66,13.66,13.66,13.66,13.66
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210_ON,2.385286196786023e+16,2023-02-13,274,52.72,0.19,14.12,16.94,18.63,19.66,20.13,20.39,20.55,20.63,20.7,20.77,20.84,20.86,20.87,20.88,20.89,20.91,20.92,20.93,20.97,20.99,21.05,21.11,21.17,21.17,21.17,21.17,21.17,21.17,21.17
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210_ON,2.385286196786023e+16,2023-02-14,236,49.99,0.21,9.45,10.35,10.49,10.66,10.78,10.87,10.93,11.15,11.19,11.38,11.64,11.91,11.95,11.97,11.99,12.0,12.04,12.04,12.06,12.07,12.07,12.08,12.08,12.08,12.08,12.08,12.08,12.08,12.08
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210_ON,2.385286196786023e+16,2023-02-15,183,37.94,0.21,5.62,6.59,7.22,7.58,8.1,8.44,8.55,8.86,8.99,9.18,9.21,9.29,9.3,9.34,9.35,9.36,9.37,9.39,9.44,9.76,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210_ON,2.385286196786023e+16,2023-02-16,46,10.64,0.23,2.16,2.66,3.0,3.22,3.41,3.8,3.95,4.04,4.05,4.06,4.11,4.13,4.26,4.32,4.4,4.49,4.5,4.54,4.66,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210_ON,2.385286196786023e+16,2023-02-17,3,0.0,0.0,0.01,0.01,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210_ON,2.385286196786023e+16,2023-02-19,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210_ON,2.385286196786023e+16,2023-02-21,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-09,69,50.42,0.73,22.57,32.3,37.86,41.23,44.99,48.57,51.37,53.65,55.07,57.08,58.51,59.38,59.86,60.79,61.56,64.22,64.92,65.31,65.37,65.51,65.56,65.89,65.94,66.66,66.95,67.2,67.22,67.22,67.22
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-10,69,51.48,0.75,18.79,26.07,28.57,29.76,31.95,32.3,34.05,34.4,36.13,36.99,37.66,38.38,38.62,38.77,39.95,40.52,40.71,41.32,41.62,41.89,42.08,42.64,42.85,43.36,43.6,44.12,44.12,44.12,44.12
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-11,77,55.09,0.72,18.56,26.34,32.37,36.82,39.41,40.28,44.65,47.0,48.69,50.68,51.26,51.47,51.58,51.62,51.7,51.86,52.57,52.73,52.79,52.82,52.88,53.0,53.17,53.71,53.88,53.88,53.88,53.88,53.88
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-12,64,49.89,0.78,28.82,39.17,46.63,49.65,53.08,54.58,56.14,56.98,57.11,57.51,57.92,58.82,59.54,59.85,60.95,61.19,61.65,61.82,62.35,62.82,63.39,63.97,65.03,65.49,65.49,65.49,65.49,65.49,65.49
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-13,67,51.82,0.77,24.08,31.6,33.55,34.93,37.12,37.5,38.04,38.56,39.28,39.56,39.71,40.18,40.72,41.05,41.27,42.16,42.72,43.26,44.17,44.74,45.52,46.49,47.17,47.17,47.17,47.17,47.17,47.17,47.17
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-14,88,49.3,0.56,22.38,25.01,27.1,28.98,30.91,31.71,33.53,34.07,34.77,35.56,36.19,36.64,36.92,37.35,38.05,38.68,39.03,39.6,39.67,40.01,40.47,40.78,40.78,40.78,40.78,40.78,40.78,40.78,40.78
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-15,67,42.87,0.64,13.94,16.63,18.77,19.31,19.99,20.4,21.45,21.84,22.22,22.63,22.75,22.92,23.0,23.04,23.14,23.2,23.27,23.33,23.47,23.59,23.81,23.81,23.81,23.81,23.81,23.81,23.81,23.81,23.81
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-16,73,53.25,0.73,34.42,39.9,42.65,44.19,45.55,47.69,48.77,48.98,49.26,49.63,49.89,50.12,50.21,50.46,50.76,51.12,51.36,51.77,52.36,52.72,52.72,52.72,52.72,52.72,52.72,52.72,52.72,52.72,52.72
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-17,181,151.55,0.84,46.92,55.12,58.54,62.83,64.78,68.65,72.76,75.59,77.92,80.02,82.53,83.63,84.28,85.38,85.9,86.68,87.57,88.47,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-18,201,156.79,0.78,52.78,64.2,72.32,78.8,82.54,87.18,90.29,92.83,94.34,97.62,99.94,102.47,103.92,104.8,105.85,107.84,109.52,111.67,111.67,111.67,111.67,111.67,111.67,111.67,111.67,111.67,111.67,111.67,111.67
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-19,197,152.13,0.77,48.0,61.17,69.35,72.76,76.29,80.87,83.72,85.66,88.49,90.39,91.65,93.37,94.84,96.11,98.51,100.3,102.28,102.28,102.28,102.28,102.28,102.28,102.28,102.28,102.28,102.28,102.28,102.28,102.28
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-20,218,154.0,0.71,53.32,64.94,72.62,78.73,84.64,89.9,93.82,96.49,98.8,101.34,102.69,103.98,105.41,107.79,110.11,112.56,112.56,112.56,112.56,112.56,112.56,112.56,112.56,112.56,112.56,112.56,112.56,112.56,112.56
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-21,178,130.1,0.73,37.57,46.72,54.03,58.47,61.31,65.11,67.01,68.44,69.76,71.14,72.14,72.93,74.52,76.48,77.88,77.88,77.88,77.88,77.88,77.88,77.88,77.88,77.88,77.88,77.88,77.88,77.88,77.88,77.88
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-22,112,74.91,0.67,48.08,57.2,62.3,66.63,69.53,72.27,74.41,75.7,78.16,79.41,80.15,81.09,82.22,83.71,83.71,83.71,83.71,83.71,83.71,83.71,83.71,83.71,83.71,83.71,83.71,83.71,83.71,83.71,83.71
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-23,149,104.79,0.7,41.72,55.22,64.18,68.47,71.77,76.27,81.03,83.01,84.94,87.0,90.32,94.17,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-24,155,109.44,0.71,41.33,51.28,57.0,63.04,67.4,71.31,75.72,78.6,83.44,86.14,90.33,94.17,94.17,94.17,94.17,94.17,94.17,94.17,94.17,94.17,94.17,94.17,94.17,94.17,94.17,94.17,94.17,94.17,94.17
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-25,158,111.66,0.71,37.73,52.39,60.68,65.39,69.02,70.88,72.24,73.44,75.08,76.01,77.06,77.06,77.06,77.06,77.06,77.06,77.06,77.06,77.06,77.06,77.06,77.06,77.06,77.06,77.06,77.06,77.06,77.06,77.06
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-26,157,102.4,0.65,37.14,45.98,53.04,55.15,58.49,60.74,62.64,64.18,65.19,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-27,150,104.48,0.7,33.63,42.75,47.04,49.88,52.34,53.74,56.4,58.13,59.31,59.31,59.31,59.31,59.31,59.31,59.31,59.31,59.31,59.31,59.31,59.31,59.31,59.31,59.31,59.31,59.31,59.31,59.31,59.31,59.31
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-28,143,101.47,0.71,30.68,37.61,41.48,44.28,48.25,51.65,55.5,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-03-01,134,98.91,0.74,31.56,37.12,41.57,44.93,47.99,50.48,52.62,52.62,52.62,52.62,52.62,52.62,52.62,52.62,52.62,52.62,52.62,52.62,52.62,52.62,52.62,52.62,52.62,52.62,52.62,52.62,52.62,52.62,52.62
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-03-02,158,96.89,0.61,33.33,44.79,50.53,53.29,57.46,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22,62.22
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-03-03,132,94.49,0.72,20.53,24.53,28.6,33.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-03-04,132,100.78,0.76,27.95,37.65,43.64,47.43,47.43,47.43,47.43,47.43,47.43,47.43,47.43,47.43,47.43,47.43,47.43,47.43,47.43,47.43,47.43,47.43,47.43,47.43,47.43,47.43,47.43,47.43,47.43,47.43,47.43
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-03-05,142,99.16,0.7,21.3,28.0,32.44,32.44,32.44,32.44,32.44,32.44,32.44,32.44,32.44,32.44,32.44,32.44,32.44,32.44,32.44,32.44,32.44,32.44,32.44,32.44,32.44,32.44,32.44,32.44,32.44,32.44,32.44
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-03-06,146,105.57,0.72,14.85,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14,21.14
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-03-07,155,97.97,0.63,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-03-08,130,100.26,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-03-09,106,59.94,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-09,74,50.8,0.69,25.3,39.55,44.96,47.55,50.05,53.68,56.37,57.51,58.32,60.94,62.01,62.47,63.53,64.8,67.01,68.23,69.65,70.58,71.56,72.84,73.91,74.24,75.09,75.54,76.59,76.81,76.91,76.91,76.91
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-10,73,51.31,0.7,29.65,35.18,40.25,46.04,50.59,52.6,56.48,60.79,62.35,63.78,64.62,65.4,66.29,67.41,68.32,69.44,69.85,70.45,71.0,72.15,72.77,73.34,74.78,75.21,75.89,76.75,76.75,76.75,76.75
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-11,88,54.48,0.62,37.03,54.38,68.48,80.56,85.17,88.72,93.33,94.68,95.75,97.72,99.29,101.36,102.2,104.05,106.09,107.53,108.39,109.15,110.53,111.28,111.77,113.04,114.42,115.67,117.43,117.43,117.43,117.43,117.43
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-12,92,50.86,0.55,29.34,41.43,47.85,54.86,58.18,59.97,62.48,63.71,65.72,67.92,68.68,69.84,74.22,75.49,76.17,78.14,79.0,80.31,81.42,83.42,83.94,86.0,87.05,88.07,88.07,88.07,88.07,88.07,88.07
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-13,85,51.22,0.6,22.46,31.7,37.2,41.47,43.08,44.35,44.65,45.31,47.1,47.75,48.54,49.35,49.75,50.32,51.03,51.92,52.31,52.73,53.64,54.26,54.98,55.72,56.46,56.46,56.46,56.46,56.46,56.46,56.46
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-14,69,50.29,0.73,25.42,31.4,35.49,41.28,43.89,45.32,47.17,49.87,51.83,54.72,57.31,58.44,60.0,61.46,63.46,64.85,66.21,67.66,68.86,69.74,71.51,73.41,73.41,73.41,73.41,73.41,73.41,73.41,73.41
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-15,84,42.3,0.5,25.47,33.35,36.05,37.83,39.44,40.25,42.4,43.2,43.63,44.44,45.22,45.48,46.55,47.14,49.46,50.54,51.26,52.01,52.71,52.99,53.91,53.91,53.91,53.91,53.91,53.91,53.91,53.91,53.91
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-16,96,63.39,0.66,42.89,56.8,62.18,66.56,70.62,72.89,74.27,76.3,77.82,79.32,80.77,81.76,82.22,83.09,83.88,84.31,85.03,86.01,87.49,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-17,260,202.02,0.78,86.96,108.36,123.24,131.98,140.6,148.9,155.87,161.99,166.95,170.43,176.03,180.25,181.99,184.51,187.12,189.02,191.72,194.95,197.14,197.14,197.14,197.14,197.14,197.14,197.14,197.14,197.14,197.14,197.14
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-18,261,208.42,0.8,77.12,99.44,117.84,128.65,140.27,149.13,159.98,169.67,178.12,184.65,191.23,198.6,203.78,206.82,210.33,215.1,220.9,224.89,224.89,224.89,224.89,224.89,224.89,224.89,224.89,224.89,224.89,224.89,224.89
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-19,295,206.57,0.7,71.1,91.23,106.72,115.94,122.88,131.03,134.13,137.27,142.78,145.75,148.16,151.39,154.99,156.9,158.29,159.91,161.38,161.38,161.38,161.38,161.38,161.38,161.38,161.38,161.38,161.38,161.38,161.38,161.38
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-20,263,209.89,0.8,76.8,102.02,116.89,127.36,137.88,146.08,154.25,161.3,168.59,173.62,178.0,182.05,185.68,189.73,196.13,201.29,201.29,201.29,201.29,201.29,201.29,201.29,201.29,201.29,201.29,201.29,201.29,201.29,201.29
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-21,220,170.98,0.78,51.12,70.8,85.3,95.1,102.87,108.01,112.5,116.06,118.97,122.32,125.6,127.81,131.2,135.7,138.45,138.45,138.45,138.45,138.45,138.45,138.45,138.45,138.45,138.45,138.45,138.45,138.45,138.45,138.45
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-22,216,163.79,0.76,73.11,92.21,103.79,113.0,121.86,128.56,133.6,138.69,142.84,144.83,146.57,149.4,152.01,155.13,155.13,155.13,155.13,155.13,155.13,155.13,155.13,155.13,155.13,155.13,155.13,155.13,155.13,155.13,155.13
