Media Source,Campaign,Campaign Id,Cohort Day,Users,Cost,Average eCPI,revenue - sum - day 0 - partial,revenue - sum - day 1 - partial,revenue - sum - day 2 - partial,revenue - sum - day 3 - partial,revenue - sum - day 4 - partial,revenue - sum - day 5 - partial,revenue - sum - day 6 - partial,revenue - sum - day 7 - partial,revenue - sum - day 8 - partial,revenue - sum - day 9 - partial,revenue - sum - day 10 - partial,revenue - sum - day 11 - partial,revenue - sum - day 12 - partial,revenue - sum - day 13 - partial,revenue - sum - day 14 - partial,revenue - sum - day 15 - partial,revenue - sum - day 16 - partial,revenue - sum - day 17 - partial,revenue - sum - day 18 - partial,revenue - sum - day 19 - partial,revenue - sum - day 20 - partial,revenue - sum - day 21 - partial,revenue - sum - day 22 - partial,revenue - sum - day 23 - partial,revenue - sum - day 24 - partial,revenue - sum - day 25 - partial,revenue - sum - day 26 - partial,revenue - sum - day 27 - partial,revenue - sum - day 28 - partial
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-12,216,149.41,0.69,52.71,69.05,79.91,85.8,92.64,97.19,101.88,104.55,106.92,108.37,112.3,113.73,115.36,117.16,118.87,120.22,122.21,122.95,124.13,125.05,125.78,127.37,128.63,129.69,129.69,129.69,129.69,129.69,129.69
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-13,277,156.99,0.57,69.68,88.19,97.82,106.11,111.33,115.2,118.79,121.1,122.51,125.07,128.43,130.51,132.46,133.97,135.19,136.87,138.8,141.52,145.14,147.11,150.49,152.6,155.49,155.49,155.49,155.49,155.49,155.49,155.49
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-14,250,150.34,0.6,67.9,79.69,87.0,91.85,96.33,99.11,101.68,104.25,105.11,106.74,108.33,110.28,110.91,111.53,112.93,113.44,114.0,114.86,115.43,116.95,118.38,119.94,119.94,119.94,119.94,119.94,119.94,119.94,119.94
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-15,209,144.89,0.69,48.84,60.42,64.19,66.87,68.15,70.28,71.65,74.12,76.81,78.63,79.92,81.13,82.04,83.44,84.68,85.65,86.49,87.57,89.2,91.98,93.56,93.56,93.56,93.56,93.56,93.56,93.56,93.56,93.56
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-16,238,147.44,0.62,67.72,84.94,89.04,92.68,98.01,100.88,103.95,107.21,109.5,111.31,112.6,113.97,114.66,115.29,115.91,116.38,117.37,118.41,119.36,120.51,120.51,120.51,120.51,120.51,120.51,120.51,120.51,120.51,120.51
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-17,218,145.58,0.67,53.49,63.19,68.85,73.09,75.47,78.0,80.18,81.31,83.41,84.91,85.55,86.15,86.95,87.75,88.25,88.6,89.41,90.07,90.72,90.72,90.72,90.72,90.72,90.72,90.72,90.72,90.72,90.72,90.72
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-18,217,155.35,0.72,47.22,60.33,67.09,72.59,74.54,77.13,79.26,82.49,84.76,87.31,88.77,90.73,91.98,92.82,94.44,95.35,96.49,97.81,97.81,97.81,97.81,97.81,97.81,97.81,97.81,97.81,97.81,97.81,97.81
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-19,241,151.91,0.63,44.45,58.89,71.27,78.76,85.71,90.84,95.79,100.53,105.36,109.61,112.41,114.86,116.92,120.27,123.09,125.86,127.59,127.59,127.59,127.59,127.59,127.59,127.59,127.59,127.59,127.59,127.59,127.59,127.59
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-20,260,157.25,0.6,62.19,72.85,77.91,81.89,86.84,89.87,92.19,93.93,96.01,98.08,99.65,101.13,102.92,105.08,107.27,108.88,108.88,108.88,108.88,108.88,108.88,108.88,108.88,108.88,108.88,108.88,108.88,108.88,108.88
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-21,254,151.36,0.6,55.92,73.68,83.61,89.61,93.97,97.2,99.56,102.14,104.01,105.62,106.77,107.79,109.87,112.14,114.67,114.67,114.67,114.67,114.67,114.67,114.67,114.67,114.67,114.67,114.67,114.67,114.67,114.67,114.67
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-22,260,165.11,0.64,66.36,82.87,94.81,102.46,108.74,112.92,116.84,119.68,123.17,125.65,129.82,133.51,138.07,142.11,142.11,142.11,142.11,142.11,142.11,142.11,142.11,142.11,142.11,142.11,142.11,142.11,142.11,142.11,142.11
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-23,320,204.79,0.64,76.24,101.21,115.46,126.56,133.73,141.46,147.63,150.46,153.47,155.86,159.45,164.99,168.4,168.4,168.4,168.4,168.4,168.4,168.4,168.4,168.4,168.4,168.4,168.4,168.4,168.4,168.4,168.4,168.4
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-24,293,209.63,0.72,74.36,95.48,109.47,118.31,124.83,129.23,133.07,134.95,136.53,138.63,141.34,143.27,143.27,143.27,143.27,143.27,143.27,143.27,143.27,143.27,143.27,143.27,143.27,143.27,143.27,143.27,143.27,143.27,143.27
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-25,313,213.81,0.68,82.67,106.98,118.73,127.17,136.27,144.38,149.41,154.53,159.34,164.15,167.51,167.51,167.51,167.51,167.51,167.51,167.51,167.51,167.51,167.51,167.51,167.51,167.51,167.51,167.51,167.51,167.51,167.51,167.51
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-26,287,170.0,0.59,60.37,79.14,96.97,107.27,116.38,122.7,127.46,133.64,140.63,147.86,147.86,147.86,147.86,147.86,147.86,147.86,147.86,147.86,147.86,147.86,147.86,147.86,147.86,147.86,147.86,147.86,147.86,147.86,147.86
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-27,179,112.37,0.63,59.05,71.13,75.0,79.21,83.49,86.39,90.07,92.8,95.65,95.65,95.65,95.65,95.65,95.65,95.65,95.65,95.65,95.65,95.65,95.65,95.65,95.65,95.65,95.65,95.65,95.65,95.65,95.65,95.65
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-28,248,151.99,0.61,45.76,58.14,65.96,72.59,76.42,84.13,89.46,96.05,96.05,96.05,96.05,96.05,96.05,96.05,96.05,96.05,96.05,96.05,96.05,96.05,96.05,96.05,96.05,96.05,96.05,96.05,96.05,96.05,96.05
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-03-01,313,218.05,0.7,65.65,82.97,93.47,100.22,108.01,113.23,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-03-02,373,230.87,0.62,85.98,109.18,122.4,135.17,149.93,159.83,159.83,159.83,159.83,159.83,159.83,159.83,159.83,159.83,159.83,159.83,159.83,159.83,159.83,159.83,159.83,159.83,159.83,159.83,159.83,159.83,159.83,159.83,159.83
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-03-03,360,230.11,0.64,100.72,126.71,145.07,157.6,165.72,165.72,165.72,165.72,165.72,165.72,165.72,165.72,165.72,165.72,165.72,165.72,165.72,165.72,165.72,165.72,165.72,165.72,165.72,165.72,165.72,165.72,165.72,165.72,165.72
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-03-04,333,227.31,0.68,62.9,84.63,101.77,114.61,114.61,114.61,114.61,114.61,114.61,114.61,114.61,114.61,114.61,114.61,114.61,114.61,114.61,114.61,114.61,114.61,114.61,114.61,114.61,114.61,114.61,114.61,114.61,114.61,114.61
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-03-05,324,203.04,0.63,42.49,56.06,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36,64.36
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-03-06,331,209.7,0.63,43.78,57.34,57.34,57.34,57.34,57.34,57.34,57.34,57.34,57.34,57.34,57.34,57.34,57.34,57.34,57.34,57.34,57.34,57.34,57.34,57.34,57.34,57.34,57.34,57.34,57.34,57.34,57.34,57.34
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-03-07,334,196.94,0.59,48.37,48.37,48.37,48.37,48.37,48.37,48.37,48.37,48.37,48.37,48.37,48.37,48.37,48.37,48.37,48.37,48.37,48.37,48.37,48.37,48.37,48.37,48.37,48.37,48.37,48.37,48.37,48.37,48.37
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-03-08,307,199.03,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-03-09,220,114.07,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-02-22,16,7.7,0.48,3.82,5.66,5.94,6.14,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-02-23,95,30.12,0.32,17.95,30.17,34.05,39.09,42.2,44.6,45.45,45.82,46.04,46.39,46.95,47.44,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33,48.33
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-02-24,82,31.03,0.38,16.49,23.12,28.27,31.67,33.65,34.23,34.73,35.11,35.53,36.79,38.43,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-02-25,74,31.89,0.43,17.72,26.3,29.71,33.79,36.96,39.68,41.68,42.54,44.16,45.69,46.89,46.89,46.89,46.89,46.89,46.89,46.89,46.89,46.89,46.89,46.89,46.89,46.89,46.89,46.89,46.89,46.89,46.89,46.89
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-02-26,86,30.47,0.35,18.96,22.25,26.87,28.52,30.28,31.67,32.83,34.44,36.33,37.69,37.69,37.69,37.69,37.69,37.69,37.69,37.69,37.69,37.69,37.69,37.69,37.69,37.69,37.69,37.69,37.69,37.69,37.69,37.69
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-02-27,87,30.16,0.35,19.69,27.18,28.68,31.37,33.64,36.3,38.44,40.02,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33,41.33
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-02-28,66,30.38,0.46,17.75,21.59,24.96,25.7,26.18,27.14,28.83,30.15,30.15,30.15,30.15,30.15,30.15,30.15,30.15,30.15,30.15,30.15,30.15,30.15,30.15,30.15,30.15,30.15,30.15,30.15,30.15,30.15,30.15
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-03-01,98,58.8,0.6,17.35,22.62,25.92,27.87,30.58,33.49,36.65,36.65,36.65,36.65,36.65,36.65,36.65,36.65,36.65,36.65,36.65,36.65,36.65,36.65,36.65,36.65,36.65,36.65,36.65,36.65,36.65,36.65,36.65
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-03-02,178,103.51,0.58,35.22,51.99,59.7,67.04,74.13,78.09,78.09,78.09,78.09,78.09,78.09,78.09,78.09,78.09,78.09,78.09,78.09,78.09,78.09,78.09,78.09,78.09,78.09,78.09,78.09,78.09,78.09,78.09,78.09
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-03-03,157,101.81,0.65,25.93,42.17,49.19,56.36,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-03-04,147,107.87,0.73,31.84,43.42,51.88,57.22,57.22,57.22,57.22,57.22,57.22,57.22,57.22,57.22,57.22,57.22,57.22,57.22,57.22,57.22,57.22,57.22,57.22,57.22,57.22,57.22,57.22,57.22,57.22,57.22,57.22
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-03-05,174,101.19,0.58,28.78,39.86,46.79,46.79,46.79,46.79,46.79,46.79,46.79,46.79,46.79,46.79,46.79,46.79,46.79,46.79,46.79,46.79,46.79,46.79,46.79,46.79,46.79,46.79,46.79,46.79,46.79,46.79,46.79
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-03-06,154,103.57,0.67,29.97,37.51,37.51,37.51,37.51,37.51,37.51,37.51,37.51,37.51,37.51,37.51,37.51,37.51,37.51,37.51,37.51,37.51,37.51,37.51,37.51,37.51,37.51,37.51,37.51,37.51,37.51,37.51,37.51
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-03-07,176,96.95,0.55,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34,23.34
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-03-08,134,75.72,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_CA_03_aaa_page002_ys_0222_ON,2.385380808577077e+16,2023-03-09,74,21.57,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-10,100,9.65,0.1,5.01,5.87,5.94,6.07,6.07,6.09,6.1,6.13,6.14,6.19,6.22,6.25,6.25,6.26,6.28,6.29,6.3,6.35,6.5,6.58,6.66,6.68,6.69,6.7,6.71,6.73,6.73,6.73,6.73
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-11,682,55.77,0.08,23.51,26.97,29.39,31.37,32.31,33.12,33.75,34.05,34.3,34.38,34.55,34.59,34.73,35.14,35.52,36.08,36.28,36.48,36.77,36.98,37.06,37.2,37.41,37.65,38.02,38.02,38.02,38.02,38.02
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-12,661,51.1,0.08,20.36,24.94,27.46,28.92,30.09,31.1,32.14,32.91,33.33,33.71,34.26,34.92,35.58,36.1,36.63,37.07,37.34,37.63,37.97,38.27,38.51,39.03,39.39,40.19,40.19,40.19,40.19,40.19,40.19
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-13,701,51.3,0.07,23.43,31.79,34.94,37.39,38.91,39.72,40.58,41.23,41.77,42.26,42.88,43.51,43.99,44.5,45.17,45.68,46.24,46.67,47.05,47.42,47.99,48.46,49.03,49.03,49.03,49.03,49.03,49.03,49.03
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-14,735,50.8,0.07,23.36,28.55,31.26,33.56,34.89,35.85,36.79,37.08,37.31,37.66,38.0,38.5,38.87,39.19,39.6,40.02,40.31,40.76,41.15,41.74,42.21,42.78,42.78,42.78,42.78,42.78,42.78,42.78,42.78
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-15,756,50.14,0.07,26.99,31.04,34.67,36.62,37.58,38.95,39.48,39.76,40.34,41.13,42.03,42.69,43.12,43.44,43.88,44.3,44.8,45.27,45.89,46.53,47.21,47.21,47.21,47.21,47.21,47.21,47.21,47.21,47.21
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-16,793,50.18,0.06,26.74,32.64,36.22,38.16,39.94,41.35,42.2,43.44,45.13,46.18,46.99,47.88,48.6,49.31,49.92,50.67,51.15,51.87,52.5,53.27,53.27,53.27,53.27,53.27,53.27,53.27,53.27,53.27,53.27
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-17,689,49.04,0.07,27.99,34.78,38.23,40.15,42.22,44.24,45.99,47.76,49.76,51.31,52.19,53.09,53.79,54.45,55.1,55.73,56.64,57.31,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1,58.1
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-18,745,47.44,0.06,26.99,32.3,35.01,37.13,38.41,39.47,40.29,40.93,41.39,41.72,42.17,42.55,42.84,43.37,43.63,44.11,44.7,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-19,742,51.12,0.07,30.17,36.04,40.31,42.72,44.85,46.73,47.84,49.08,50.08,51.1,52.38,53.21,54.15,54.78,55.82,56.84,57.77,57.77,57.77,57.77,57.77,57.77,57.77,57.77,57.77,57.77,57.77,57.77,57.77
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-20,774,51.45,0.07,22.1,27.75,30.74,33.52,35.78,37.72,38.91,40.23,41.42,42.22,42.89,43.65,44.77,45.94,46.84,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-21,812,50.74,0.06,22.86,28.27,33.31,36.76,39.07,41.04,42.86,44.06,44.95,45.67,46.51,47.17,48.22,49.38,50.27,50.27,50.27,50.27,50.27,50.27,50.27,50.27,50.27,50.27,50.27,50.27,50.27,50.27,50.27
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-22,844,50.62,0.06,29.26,37.8,41.98,44.38,46.04,47.6,48.84,49.84,50.7,51.35,51.9,52.96,53.75,54.66,54.66,54.66,54.66,54.66,54.66,54.66,54.66,54.66,54.66,54.66,54.66,54.66,54.66,54.66,54.66
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-23,761,49.48,0.07,28.94,35.6,38.97,42.54,44.73,47.28,49.21,50.21,51.38,51.93,53.15,54.2,55.14,55.14,55.14,55.14,55.14,55.14,55.14,55.14,55.14,55.14,55.14,55.14,55.14,55.14,55.14,55.14,55.14
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-24,705,48.16,0.07,27.79,34.17,38.02,42.27,44.89,46.19,46.87,47.74,48.33,49.18,50.13,51.42,51.42,51.42,51.42,51.42,51.42,51.42,51.42,51.42,51.42,51.42,51.42,51.42,51.42,51.42,51.42,51.42,51.42
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-25,744,48.43,0.07,31.2,37.12,41.45,45.13,47.16,48.71,50.18,51.75,53.22,54.52,56.12,56.12,56.12,56.12,56.12,56.12,56.12,56.12,56.12,56.12,56.12,56.12,56.12,56.12,56.12,56.12,56.12,56.12,56.12
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-26,700,50.6,0.07,29.77,36.3,40.25,42.32,43.48,44.74,45.68,47.02,48.52,49.29,49.29,49.29,49.29,49.29,49.29,49.29,49.29,49.29,49.29,49.29,49.29,49.29,49.29,49.29,49.29,49.29,49.29,49.29,49.29
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-27,744,51.31,0.07,25.16,31.43,35.72,37.9,39.89,41.61,43.93,45.77,47.45,47.45,47.45,47.45,47.45,47.45,47.45,47.45,47.45,47.45,47.45,47.45,47.45,47.45,47.45,47.45,47.45,47.45,47.45,47.45,47.45
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-28,790,51.27,0.06,32.88,41.47,46.01,49.52,52.0,54.53,56.61,58.3,58.3,58.3,58.3,58.3,58.3,58.3,58.3,58.3,58.3,58.3,58.3,58.3,58.3,58.3,58.3,58.3,58.3,58.3,58.3,58.3,58.3
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-03-01,756,50.53,0.07,21.68,27.76,32.23,35.13,38.31,40.45,42.65,42.65,42.65,42.65,42.65,42.65,42.65,42.65,42.65,42.65,42.65,42.65,42.65,42.65,42.65,42.65,42.65,42.65,42.65,42.65,42.65,42.65,42.65
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-03-02,750,49.43,0.07,21.86,27.27,30.57,34.2,36.37,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-03-03,718,47.49,0.07,21.28,26.26,30.55,34.38,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-03-04,668,49.37,0.07,17.28,22.45,25.83,28.12,28.12,28.12,28.12,28.12,28.12,28.12,28.12,28.12,28.12,28.12,28.12,28.12,28.12,28.12,28.12,28.12,28.12,28.12,28.12,28.12,28.12,28.12,28.12,28.12,28.12
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-03-05,683,49.31,0.07,19.56,26.32,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-03-06,697,51.32,0.07,16.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-03-07,721,50.98,0.07,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-03-08,653,50.75,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
